"Nombre","CodigoBarra","Categoria","FechaCaducidad","Marca","Precio","Stock"
"Salsa Conservas","7500000001009","Condimentos","2026-10-19","Nutrioli","339.56","400"
"Mostaza Desayuno","7500000001010","Lacteos","2027-09-29","Heinz","378.5","458"
"Ketchup Verduras","7500000001011","Alimentos","2028-02-03","Brillante","271.06","448"
"Zanahoria Lacteos","7500000001012","Carnes","2028-02-02","Nutrioli","110.05","303"
"Limon Conservas","7500000001013","Verduras","2027-10-05","Quaker","292.95","416"
"Vinagre Desayuno","7500000001014","Bebidas","2027-06-22","Nutrioli","113.68","413"
"Manzana Alimentos","7500000001015","Lacteos","2027-08-15","Rosarita","135.37","300"
"Pan Conservas","7500000001016","Frutas","2027-04-19","McCormick","184.03","408"
"Vinagre Panaderia","7500000001017","Carnes","2026-08-03","Rosarita","319.56","297"
"Aceite Alimentos","7500000001018","Desayuno","2026-09-11","Tampico","285.32","144"
"Cerveza Conservas","7500000001019","Lacteos","2026-09-05","Lala","47.07","296"
"Tomate Alimentos","7500000001020","Frutas","2026-09-28","McCormick","193.42","63"
"Vino Carnes","7500000001021","Desayuno","2027-06-20","McCormick","288.92","10"
"Azucar Alimentos","7500000001022","Lacteos","2027-09-07","Nescafe","34.42","292"
"Frijoles Condimentos","7500000001023","Desayuno","2026-12-30","Bimbo","222.37","334"
"Vino Panaderia","7500000001024","Conservas","2028-03-31","Tampico","220.87","392"
"Naranja Condimentos","7500000001025","Verduras","2027-02-09","Tampico","272.17","196"
"Manzana Condimentos","7500000001026","Conservas","2027-11-09","Heinz","38.44","358"
"Aceite Panaderia","7500000001027","Bebidas","2026-12-26","Nescafe","253.27","344"
"Papas Alimentos","7500000001028","Conservas","2026-11-11","Bimbo","15.34","316"
"Sardina Carnes","7500000001029","Verduras","2027-08-01","Rosarita","217.16","342"
"Leche Desayuno","7500000001030","Lacteos","2027-04-10","Activia","61.48","284"
"Atun Conservas","7500000001031","Panaderia","2027-05-24","Nutrioli","406.81","126"
"Atun Alimentos","7500000001032","Frutas","2027-07-22","McCormick","31.63","33"
"Salsa Lacteos","7500000001033","Lacteos","2028-02-04","Bimbo","210.05","413"
"Vinagre Lacteos","7500000001034","Alimentos","2026-11-29","Heinz","160.31","86"
"Cafe Verduras","7500000001035","Lacteos","2027-07-13","Heinz","314.89","171"
"Mostaza Lacteos","7500000001036","Alimentos","2027-03-03","Nescafe","196.48","113"
"Yogurt Verduras","7500000001037","Bebidas","2027-03-16","Nescafe","409.96","274"
"Aceite Lacteos","7500000001038","Carnes","2026-12-29","Nutrioli","125.22","364"
"Sal Carnes","7500000001039","Conservas","2027-03-22","Activia","231.51","400"
"Avena Conservas","7500000001040","Verduras","2027-02-01","Activia","295.82","292"
"Vino Condimentos","7500000001041","Lacteos","2027-07-01","Heinz","417.11","411"
"Pollo Carnes","7500000001042","Verduras","2027-09-24","Nutrioli","280.82","355"
"Avena Lacteos","7500000001043","Conservas","2026-08-17","McCormick","35.51","113"
"Tomate Carnes","7500000001044","Carnes","2027-05-19","McCormick","277.34","23"
"Pollo Desayuno","7500000001045","Lacteos","2026-08-06","McCormick","154.56","403"
"Mostaza Panaderia","7500000001046","Conservas","2027-05-31","Rosarita","426.96","377"
"Mayonesa Condimentos","7500000001047","Lacteos","2027-02-05","Heinz","372.2","39"
"Leche Conservas","7500000001048","Desayuno","2027-03-21","Rosarita","248.68","421"
"Soya Desayuno","7500000001049","Alimentos","2027-01-16","Bimbo","375.59","53"
"Harina Frutas","7500000001050","Carnes","2026-12-14","Nutrioli","378.7","167"
"Zanahoria Lacteos","7500000001051","Desayuno","2027-08-15","Tampico","52.3","14"
"Cerveza Bebidas","7500000001052","Verduras","2028-01-29","Rosarita","381.34","117"
"Mantequilla Verduras","7500000001053","Carnes","2026-07-29","Lala","250.59","297"
"Agua Panaderia","7500000001054","Frutas","2027-05-22","Activia","412.02","169"
"Refresco Bebidas","7500000001055","Alimentos","2027-08-07","Bimbo","58.17","44"
"Soya Alimentos","7500000001056","Alimentos","2028-02-05","Heinz","475.47","497"
"Queso Conservas","7500000001057","Alimentos","2027-11-01","Bimbo","275.82","126"
"Yogurt Conservas","7500000001058","Bebidas","2026-07-02","Bimbo","284.25","323"
"Mostaza Verduras","7500000001059","Frutas","2027-10-24","McCormick","113.48","484"
"Harina Condimentos","7500000001060","Conservas","2027-05-03","Brillante","59.16","443"
"Aceite Desayuno","7500000001061","Lacteos","2027-06-19","Lala","67.01","107"
"Tomate Alimentos","7500000001062","Frutas","2027-09-27","Heinz","150.74","91"
"Leche Conservas","7500000001063","Carnes","2027-07-16","Quaker","269.57","100"
"Vinagre Condimentos","7500000001064","Verduras","2026-07-03","Lala","301.02","283"
"Vinagre Bebidas","7500000001065","Conservas","2027-07-12","Lala","23.74","301"
"Avena Alimentos","7500000001066","Carnes","2027-02-09","Brillante","220.32","97"
"Vinagre Condimentos","7500000001067","Conservas","2027-06-03","McCormick","446.32","226"
"Vino Verduras","7500000001068","Carnes","2026-09-18","McCormick","125.7","456"
"Harina Lacteos","7500000001069","Alimentos","2027-12-29","Activia","275.66","67"
"Jugo Alimentos","7500000001070","Verduras","2027-02-12","Nutrioli","134.91","69"
"Galletas Desayuno","7500000001071","Bebidas","2027-04-22","Bimbo","414.54","333"
"Limon Lacteos","7500000001072","Verduras","2027-12-08","Activia","494.51","340"
"Jugo Verduras","7500000001073","Verduras","2026-08-23","Tampico","195.38","169"
"Pollo Panaderia","7500000001074","Desayuno","2028-02-03","Activia","485.35","415"
"Pescado Conservas","7500000001075","Frutas","2027-12-13","Activia","226.26","138"
"Mayonesa Frutas","7500000001076","Verduras","2026-07-06","Nescafe","251.21","332"
"Yogurt Alimentos","7500000001077","Lacteos","2027-08-13","Lala","282.85","387"
"Ajo Condimentos","7500000001078","Carnes","2027-08-03","Rosarita","398.78","211"
"Zanahoria Frutas","7500000001079","Lacteos","2027-10-04","Brillante","208.86","159"
"Crema Carnes","7500000001080","Frutas","2028-02-01","Lala","492.57","71"
"Mayonesa Bebidas","7500000001081","Lacteos","2027-06-20","Tampico","218.94","17"
"Mostaza Condimentos","7500000001082","Conservas","2027-06-29","Bimbo","300.93","366"
"Sal Carnes","7500000001083","Conservas","2027-10-24","Activia","97.5","289"
"Crema Condimentos","7500000001084","Alimentos","2027-12-11","Activia","363.41","249"
"Mostaza Conservas","7500000001085","Alimentos","2027-05-08","Quaker","489.33","301"
"Leche Desayuno","7500000001086","Verduras","2027-09-19","Tampico","223.83","406"
"Manzana Lacteos","7500000001087","Frutas","2026-08-27","Brillante","21.38","344"
"Avena Condimentos","7500000001088","Desayuno","2027-07-09","Brillante","52.22","10"
"Ketchup Lacteos","7500000001089","Frutas","2026-10-04","Lala","456.77","481"
"Chocolate Lacteos","7500000001090","Condimentos","2026-07-26","Activia","468.49","146"
"Ketchup Frutas","7500000001091","Bebidas","2026-09-20","Activia","249.11","139"
"Platano Carnes","7500000001092","Bebidas","2026-07-20","McCormick","431.77","237"
"Cereal Verduras","7500000001093","Frutas","2026-11-16","Rosarita","430.22","136"
"Cafe Carnes","7500000001094","Conservas","2027-02-27","Activia","110.19","109"
"Chocolate Lacteos","7500000001095","Frutas","2026-12-23","Quaker","135.58","324"
"Pollo Verduras","7500000001096","Desayuno","2028-03-23","Lala","137.07","279"
"Pan Frutas","7500000001097","Bebidas","2027-11-15","Rosarita","113.1","31"
"Carne Bebidas","7500000001098","Carnes","2027-10-01","Heinz","329.16","178"
"Carne Alimentos","7500000001099","Carnes","2027-09-04","Nescafe","17.96","434"
"Sal Frutas","7500000001100","Verduras","2028-02-19","Rosarita","78.21","52"
"Jugo Desayuno","7500000001101","Desayuno","2026-12-28","Activia","258.58","499"
"Mantequilla Carnes","7500000001102","Panaderia","2027-07-19","Bimbo","30.01","56"
"Tomate Panaderia","7500000001103","Bebidas","2027-12-02","Tampico","143.05","174"
"Pollo Alimentos","7500000001104","Condimentos","2026-09-13","Brillante","429.79","70"
"Salsa Conservas","7500000001105","Verduras","2027-07-01","Tampico","327.2","461"
"Carne Panaderia","7500000001106","Conservas","2027-02-01","Activia","398.92","305"
"Cereal Verduras","7500000001107","Panaderia","2028-01-07","Nescafe","262.75","331"
"Platano Lacteos","7500000001108","Frutas","2028-03-21","Lala","136.28","477"
"Cafe Verduras","7500000001109","Condimentos","2027-06-21","Heinz","350.89","428"
"Pescado Desayuno","7500000001110","Bebidas","2027-10-13","Heinz","107.74","494"
"Cerveza Verduras","7500000001111","Lacteos","2027-05-16","Brillante","131.48","449"
"Cereal Verduras","7500000001112","Condimentos","2027-09-23","Activia","103.86","165"
"Harina Condimentos","7500000001113","Bebidas","2027-11-12","Nutrioli","270.59","191"
"Pescado Verduras","7500000001114","Verduras","2026-12-22","Quaker","234.78","225"
"Mantequilla Verduras","7500000001115","Conservas","2027-02-20","Rosarita","374.13","454"
"Aceite Bebidas","7500000001116","Condimentos","2026-09-28","Activia","282.64","84"
"Frijoles Verduras","7500000001117","Panaderia","2026-07-15","McCormick","264.8","451"
"Azucar Verduras","7500000001118","Lacteos","2027-09-02","Lala","31.25","431"
"Agua Condimentos","7500000001119","Carnes","2027-12-16","Bimbo","21.65","349"
"Atun Verduras","7500000001120","Panaderia","2027-01-31","Tampico","113.72","49"
"Harina Panaderia","7500000001121","Condimentos","2028-03-20","Rosarita","180.99","219"
"Agua Desayuno","7500000001122","Desayuno","2027-08-28","Tampico","399.61","58"
"Pan Conservas","7500000001123","Panaderia","2027-11-15","Tampico","78.06","387"
"Pimienta Desayuno","7500000001124","Lacteos","2027-09-14","Nescafe","206.36","125"
"Huevo Verduras","7500000001125","Carnes","2027-02-14","Quaker","305.51","287"
"Zanahoria Alimentos","7500000001126","Lacteos","2027-11-27","Brillante","461.35","458"
"Zanahoria Verduras","7500000001127","Lacteos","2028-01-18","Rosarita","427.65","387"
"Leche Alimentos","7500000001128","Panaderia","2026-12-13","McCormick","228.02","153"
"Pescado Panaderia","7500000001129","Bebidas","2028-02-26","Quaker","42.37","79"
"Yogurt Conservas","7500000001130","Conservas","2026-11-25","Nutrioli","83.77","202"
"Ketchup Desayuno","7500000001131","Bebidas","2026-11-04","Lala","335.65","187"
"Chiles Bebidas","7500000001132","Carnes","2026-10-19","Lala","368.59","120"
"Refresco Panaderia","7500000001133","Lacteos","2026-08-05","Rosarita","28.46","182"
"Sardina Lacteos","7500000001134","Alimentos","2027-10-16","Activia","368.13","234"
"Sal Carnes","7500000001135","Lacteos","2026-09-09","Quaker","73.52","425"
"Frijoles Frutas","7500000001136","Conservas","2027-02-22","Brillante","433.9","245"
"Mayonesa Verduras","7500000001137","Conservas","2027-04-18","Activia","89.04","355"
"Crema Panaderia","7500000001138","Frutas","2027-10-14","Heinz","319.57","118"
"Queso Conservas","7500000001139","Bebidas","2027-09-10","Nescafe","48.76","375"
"Huevo Frutas","7500000001140","Condimentos","2027-12-06","Quaker","117.07","269"
"Avena Panaderia","7500000001141","Lacteos","2027-12-27","McCormick","348.21","84"
"Queso Bebidas","7500000001142","Alimentos","2027-07-25","Brillante","255.77","385"
"Vinagre Desayuno","7500000001143","Lacteos","2027-01-22","Nescafe","249.76","386"
"Ketchup Carnes","7500000001144","Panaderia","2027-04-23","Nescafe","29.64","33"
"Cebolla Carnes","7500000001145","Lacteos","2027-03-16","Bimbo","220.85","84"
"Pimienta Conservas","7500000001146","Panaderia","2027-07-01","Nescafe","53.01","111"
"Platano Panaderia","7500000001147","Condimentos","2026-08-25","Brillante","420.1","497"
"Manzana Frutas","7500000001148","Panaderia","2028-01-08","Heinz","255.83","398"
"Leche Bebidas","7500000001149","Frutas","2027-04-27","Tampico","172.28","378"
"Sal Conservas","7500000001150","Condimentos","2027-09-28","Nescafe","308.41","414"
"Vinagre Carnes","7500000001151","Bebidas","2027-06-11","Bimbo","477.94","70"
"Chiles Conservas","7500000001152","Panaderia","2026-09-11","Rosarita","181.41","209"
"Atun Frutas","7500000001153","Condimentos","2027-03-02","Quaker","355.67","403"
"Avena Carnes","7500000001154","Frutas","2026-11-16","Nutrioli","390.82","371"
"Aceite Condimentos","7500000001155","Conservas","2026-10-16","Nutrioli","343.24","91"
"Mostaza Panaderia","7500000001156","Conservas","2027-04-22","Brillante","307.56","448"
"Soya Bebidas","7500000001157","Verduras","2027-12-28","Bimbo","202.41","190"
"Mostaza Carnes","7500000001158","Alimentos","2026-07-20","Activia","32.4","464"
"Tomate Condimentos","7500000001159","Carnes","2027-12-03","Lala","487.66","244"
"Naranja Carnes","7500000001160","Condimentos","2027-07-03","Nutrioli","458.0","383"
"Manzana Frutas","7500000001161","Bebidas","2027-10-09","Activia","347.61","113"
"Vinagre Frutas","7500000001162","Conservas","2027-07-29","Nescafe","488.83","116"
"Huevo Verduras","7500000001163","Carnes","2026-08-25","Rosarita","220.31","492"
"Mantequilla Condimentos","7500000001164","Desayuno","2026-11-18","Heinz","256.38","152"
"Sardina Conservas","7500000001165","Desayuno","2027-04-01","Bimbo","242.52","320"
"Ketchup Frutas","7500000001166","Bebidas","2027-03-11","Quaker","111.27","278"
"Cereal Condimentos","7500000001167","Panaderia","2028-02-09","Heinz","295.15","162"
"Leche Conservas","7500000001168","Alimentos","2028-02-18","Nescafe","488.74","52"
"Azucar Conservas","7500000001169","Panaderia","2026-10-30","Bimbo","444.42","33"
"Sardina Desayuno","7500000001170","Panaderia","2027-08-30","McCormick","107.47","480"
"Avena Frutas","7500000001171","Conservas","2026-11-22","Lala","110.71","122"
"Aceite Frutas","7500000001172","Carnes","2027-11-17","Bimbo","79.68","325"
"Huevo Bebidas","7500000001173","Frutas","2027-02-10","Rosarita","61.77","364"
"Frijoles Desayuno","7500000001174","Alimentos","2027-03-15","Nescafe","158.99","168"
"Agua Desayuno","7500000001175","Panaderia","2027-04-27","Brillante","66.49","293"
"Huevo Bebidas","7500000001176","Alimentos","2027-01-03","Bimbo","217.83","328"
"Ajo Desayuno","7500000001177","Conservas","2027-08-14","Tampico","194.72","497"
"Leche Frutas","7500000001178","Verduras","2027-09-17","Quaker","219.43","433"
"Arroz Verduras","7500000001179","Desayuno","2028-02-25","Heinz","212.23","314"
"Ketchup Frutas","7500000001180","Lacteos","2027-11-18","Lala","404.05","268"
"Huevo Verduras","7500000001181","Verduras","2027-03-28","Nescafe","227.7","284"
"Naranja Condimentos","7500000001182","Condimentos","2028-03-30","Brillante","32.61","287"
"Pimienta Frutas","7500000001183","Frutas","2026-10-01","Bimbo","344.47","213"
"Queso Lacteos","7500000001184","Frutas","2026-10-18","Bimbo","52.56","401"
"Manzana Panaderia","7500000001185","Carnes","2027-05-20","Activia","19.47","171"
"Ketchup Condimentos","7500000001186","Bebidas","2027-04-21","Heinz","415.91","303"
"Chocolate Lacteos","7500000001187","Alimentos","2028-01-31","Activia","407.34","327"
"Queso Panaderia","7500000001188","Condimentos","2027-01-19","Tampico","37.31","365"
"Carne Condimentos","7500000001189","Bebidas","2027-04-10","Heinz","100.92","129"
"Galletas Frutas","7500000001190","Verduras","2027-05-30","Bimbo","14.68","10"
"Manzana Alimentos","7500000001191","Verduras","2027-03-16","Heinz","470.91","56"
"Cebolla Conservas","7500000001192","Panaderia","2026-11-22","Quaker","141.72","131"
"Soya Panaderia","7500000001193","Desayuno","2028-02-16","Tampico","401.15","321"
"Mayonesa Frutas","7500000001194","Bebidas","2027-07-09","Rosarita","42.83","290"
"Aceite Verduras","7500000001195","Verduras","2026-10-25","Bimbo","21.96","106"
"Sardina Desayuno","7500000001196","Verduras","2027-12-25","Bimbo","297.25","29"
"Yogurt Lacteos","7500000001197","Condimentos","2027-08-03","Quaker","147.9","10"
"Pimienta Conservas","7500000001198","Alimentos","2027-01-31","Quaker","10.96","295"
"Mostaza Lacteos","7500000001199","Frutas","2026-12-11","Nescafe","171.59","279"
